"","time","meanX","meanY","meanZ","sdX","sdY","sdZ","sdT","energyX","energyY","energyZ","energyT","lat","lon"
"25",178.586,0.661335272668496,0.683811002893826,-0.26497837785735,0.113098101695817,0.0692497966604847,0.137128531940556,0.190764119312013,0.663502901847287,0.506960524607223,0.699662883302787,1.08939121739684,50.904987,-1.40735492907801
"26",186.064,0.647269394355418,0.654747512178292,-0.372504728124174,0.121034578227599,0.105312775682544,0.163365673348393,0.228972690680065,0.79851698176395,0.811227850959018,0.956096146017091,1.48655300503068,50.904996929078,-1.40743457446809
"27",193.479,0.63077135504425,0.728365337616165,0.0378256702599594,0.0723332821150305,0.0750755826747748,0.2772162631291,0.296171071103766,0.536609997355381,0.591987225823822,1.04706164045772,1.31709424253481,50.9050684184397,-1.40751383687943
"28",200.908,0.677219642970842,0.707280375558564,-0.125989794559451,0.0563422984630721,0.0497941716898147,0.107060318623979,0.130827466360259,0.443669636743838,0.388752815879451,0.765098763223353,0.966099174985941,50.9051221702128,-1.40751285106383
"29",208.357,0.696426523226943,0.680349740549291,-0.192875661817295,0.0100225074707384,0.00797067004115749,0.0281869463269836,0.0309594279686539,0.0948194806218002,0.079986363514023,0.162648839728863,0.204556098219365,50.9051611134752,-1.40708083687943
"30",215.784,0.69338077793056,0.66968215000042,-0.241810537129768,0.0295326782731188,0.0264323093284923,0.0183423778056578,0.0436725186586042,0.209080228391611,0.205390935764024,0.116765749837223,0.315490441587948,50.9052104539007,-1.40674924822695
"31",223.18,0.731120740942733,0.641234188598928,-0.187866562302781,0.105544421159605,0.0953708706884113,0.0786228984361032,0.1625324212958,0.782584769265938,0.704325591201807,0.603849283107418,1.21373284384091,50.9051924042553,-1.40656832624113
"32",230.578,0.705980726184433,0.63073033664882,-0.336288961224594,0.0815369355862395,0.0814802424016245,0.116267017518939,0.163723306616289,0.703666182900524,0.727673320207037,0.702311447123125,1.23202919066843,50.9051566312057,-1.40633628368794
"33",237.99,0.627485514755479,0.744937486180539,-0.0807475580751271,0.0918522306505432,0.0763477268034761,0.0750806172203565,0.141077662107537,0.716430759939782,0.689322803052493,0.436301652353964,1.0857246853797,50.9048959574468,-1.40619527659574
"34",245.378,0.600187997242526,0.79090496151616,-0.14911770406881,0.0727839883695102,0.0872881591096007,0.0520707059606538,0.125012359800769,0.714135681815156,0.86646469695147,0.447786549889631,1.20882738112886,50.904385929078,-1.40600071631206
"35",252.734,0.586307652751938,0.773555993626047,-0.152232756885953,0.088772919128934,0.102236462407143,0.0587799884319387,0.147607630074662,0.755816561237865,0.901104105356539,0.518371644940189,1.28528457751964,50.9036349078014,-1.40580259574468
"36",260.041,0.57359867527586,0.776315012366693,-0.16722073443496,0.0859364074632001,0.103822258574635,0.133991442676559,0.190046926346534,0.826709584821723,1.01649536290846,0.857109623345252,1.56567827693992,50.9027204326241,-1.40559029787234
"37",267.462,0.541397001338584,0.809781267564586,-0.153924791269685,0.0545400733827407,0.0625173667379368,0.101753740189005,0.131289239432986,0.490884568141685,0.654731247369598,0.596829674834922,1.0128407210837,50.9018525248227,-1.40521278014184
"38",274.872,0.456282264216909,0.864759988226211,-0.161680238273287,0.0549941387138744,0.0889812636825032,0.160480768093738,0.19156225491305,0.522297035819504,0.852195021880303,1.00128079546116,1.4147769365885,50.9011181631206,-1.40485530496454
